kind	source_file	id	json_path	sl	hr	sr	notes
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.0.vsebina	sklopi.0.vsebina	EPR (proširena odgovornost proizvođača) na Hrvaškem ureja Zakon o gospodarenju otpadom (NN 84/2021 z dopolnitvami) in vrsta podzakonskih pravilnikov. Sistem upravljanja izvaja FZOEU — Fond za zaštitu okoliša i energetsku učinkovitost, ki je državni javni sklad.	EPR (proširena odgovornost proizvođača) u Hrvatskoj je regulirana Zakonom o gospodarenju otpadom (Narodne novine 84/2021 s izmjenama i dopunama) i nizom podzakonskih akata. Sustav upravljanja provodi FZOEU — Fond za zaštitu okoliša i energetsku učinkovitost, koji je državni javni fond.	EPR (proširena odgovornost proizvođača) u Hrvatskoj reguliran je Zakonom o gospodarenju otpadom (Narodne novine 84/2021 s izmjenama) i nizom podzakonskih akata. Sistem upravljanja sprovodi FZOEU — Fond za zaštitu životne sredine i energetsku efikasnost, koji je državni javni fond.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.datumi_in_pragovi	sklopi.1.datumi_in_pragovi	Manjši proizvajalci pod določenimi količinami imajo nekatere oprostitve — preveri trenutno veljavno verzijo Pravilnika.	Manji proizvođači ispod određenih količina imaju neke iznimke — provjerite trenutno važeću verziju Pravilnika.	Manji proizvođači ispod određenih količina imaju neka izuzeća — proverite trenutno važeću verziju Pravilnika.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.kljucne_obveznosti.0	sklopi.1.kljucne_obveznosti.0	Vključitev v sistem upravljanja embalažo (FZOEU ali licencirani operater).	Uključivanje u sustav upravljanja ambalažom (FZOEU ili licencirani operater).	Uključivanje u sistem upravljanja ambalažom (FZOEU ili licencirani operater).	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.kljucne_obveznosti.1	sklopi.1.kljucne_obveznosti.1	Pri pijačah pod določenimi pogoji: vključitev v sistem povratne kavcije.	Za pića pod određenim uvjetima: uključenje u sustav povratnog depozita.	Za piće pod određenim uslovima: uključivanje u sistem povrata depozita.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.kljucne_obveznosti.2	sklopi.1.kljucne_obveznosti.2	Mesečno ali letno poročanje količin embalaže po materialih.	Mjesečno ili godišnje izvješćivanje količina ambalaže po materijalima.	Mesečno ili godišnje izveštavanje o količinama pakovanja po materijalima.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.kljucne_obveznosti.3	sklopi.1.kljucne_obveznosti.3	Plačilo prispevkov (naknada) FZOEU oziroma operaterju.	Uplata doprinosa (naknade) FZOEU ili operateru.	Uplata doprinosa (naknade) FZOEU ili operateru.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.koga_zavezuje	sklopi.1.koga_zavezuje	Vsi, ki dajejo embalirane izdelke prvič na hrvaški trg.	Svi oni koji pakirane proizvode prvi put stavljaju na hrvatsko tržište.	Svi oni koji su pakirane proizvode prvi put plasirali na hrvatsko tržište.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.naslov	sklopi.1.naslov	Embalaža in odpadna embalaža	Ambalaža i otpadna ambalaža	Ambalaža i otpadna ambalaža	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.1.vsebina	sklopi.1.vsebina	Pravilnik o ambalaži i otpadnoj ambalaži (NN 88/2015 z dopolnitvami). Hrvaška ima sistem povratne kavcije za PET, Al, steklene boče (depozitni sustav).	Pravilnik o ambalaži i otpadnoj ambalaži (Narodne novine 88/2015 s izmjenama i dopunama). Hrvatska ima povratni sustav depozita za PET, Al, staklene boce (sustav depozita).	Pravilnik o ambalaži i otpadnoj ambalaži (Sl. list 88/2015 sa izmenama). Hrvatska ima povratni depozitni sistem za PET, Al, staklene boce (depozitni sistem).	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.2.kljucne_obveznosti.0	sklopi.2.kljucne_obveznosti.0	Vpis v register proizvajalcev EE-opreme pri FZOEU.	Upis u registar proizvođača EE opreme pri FZOEU.	Upis u registar proizvođača EE opreme pri FZOEU.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.2.kljucne_obveznosti.1	sklopi.2.kljucne_obveznosti.1	Vključitev v shemo upravljanja oziroma individualni načrt.	Uključivanje u shemu gospodarenja ili individualni plan.	Uključivanje u šemu upravljanja ili individualni plan.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.2.kljucne_obveznosti.2	sklopi.2.kljucne_obveznosti.2	Označevanje izdelkov (simbol prečrtanega zabojnika).	Označavanje proizvoda (simbol prekrižene posude).	Označavanje proizvoda (simbol precrtanog kontejnera).	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.2.kljucne_obveznosti.3	sklopi.2.kljucne_obveznosti.3	Letno poročanje količin po kategorijah.	Godišnje izvješće o količinama po kategorijama.	Godišnje izveštavanje o količinama po kategorijama.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.2.koga_zavezuje	sklopi.2.koga_zavezuje	Proizvajalce in uvoznike EE-opreme na Hrvaškem. Tudi spletne prodajalce (B2C).	Proizvođači i uvoznici EE opreme u Hrvatskoj. Također i online prodavači (B2C).	Proizvođači i uvoznici EE opreme u Hrvatskoj. Takođe onlajn prodavci (B2C).	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.2.naslov	sklopi.2.naslov	EE-oprema (EE otpad)	EE oprema (EE otpad)	EE oprema (EE otpad)	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.2.vsebina	sklopi.2.vsebina	Pravilnik o gospodarenju otpadnom električnom i elektroničkom opremom. Velja za skoraj vso EE opremo v 6 kategorijah.	Pravilnik o gospodarenju otpadnom električnom i elektroničkom opremom. Odnosi se na gotovo svu EE opremu u 6 kategorija.	Pravilnik o upravljanju otpadnom električnom i elektronskom opremom. Odnosi se na skoro svu EE opremu u 6 kategorija.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.3.kljucne_obveznosti.0	sklopi.3.kljucne_obveznosti.0	Registracija proizvajalca baterij pri FZOEU.	Registracija proizvođača akumulatora pri FZOEU.	Registracija proizvođača baterija kod FZOEU.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.3.kljucne_obveznosti.1	sklopi.3.kljucne_obveznosti.1	Vključitev v shemo prevzema.	Uključivanje u shemu preuzimanja.	Uključivanje u šemu preuzimanja.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.3.kljucne_obveznosti.2	sklopi.3.kljucne_obveznosti.2	Označevanje baterij.	Označavanje baterija.	Označavanje baterija.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.3.kljucne_obveznosti.3	sklopi.3.kljucne_obveznosti.3	Letno poročanje količin.	Godišnje izvješće o količinama.	Godišnje izveštavanje o količinama.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.3.koga_zavezuje	sklopi.3.koga_zavezuje	Proizvajalce in uvoznike baterij ali izdelkov z baterijami.	Proizvođači i uvoznici baterija ili proizvoda s baterijama.	Proizvođači i uvoznici baterija ili proizvoda sa baterijama.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.3.vsebina	sklopi.3.vsebina	Pravilnik o gospodarenju otpadnim baterijama i akumulatorima. Pokriva prenosne, industrijske in avtomobilske baterije. EU Uredba 2023/1542 prinaša nove zahteve, ki se postopno uveljavljajo tudi v HR.	Pravilnik o gospodarenju otpadnim baterijama i akumulatorima. Pokriva prijenosne, industrijske i automobilske baterije. EU Uredba 2023/1542 uvodi nove zahtjeve koji se postupno uvode iu HR.	Pravilnik o upravljanju otpadnim baterijama i akumulatorima. Pokriva prenosive, industrijske i automobilske baterije. Uredba EU 2023/1542 uvodi nove zahteve koji se postepeno primenjuju i u ljudskim resursima.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.4.koga_zavezuje	sklopi.4.koga_zavezuje	Vsakega proizvajalca/uvoznika v zadevnih kategorijah.	Svaki proizvođač/uvoznik u odgovarajućim kategorijama.	Svaki proizvođač/uvoznik u odgovarajućim kategorijama.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.4.vsebina	sklopi.4.vsebina	Na Hrvaškem obstajajo še EPR sheme za odpadne gume, izrabljena vozila, odpadna olja, odpadna zdravila, odpadne sveče.	U Hrvatskoj također postoje EPR sheme za otpadne gume, rabljena vozila, otpadna ulja, otpadne lijekove i otpadne svijeće.	U Hrvatskoj postoje i EPR šeme za otpadne gume, polovna vozila, otpadna ulja, otpadne lekove i otpadne sveće.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.5.datumi_in_pragovi	sklopi.5.datumi_in_pragovi	1. marec za prejšnje koledarsko leto. Preveri vsako leto — datumi se občasno spreminjajo.	1. ožujka za prethodnu kalendarsku godinu. Provjerite svake godine — datumi se povremeno mijenjaju.	1. marta za prethodnu kalendarsku godinu. Proveravajte svake godine - datumi se s vremena na vreme menjaju.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.5.naslov	sklopi.5.naslov	Letno poročanje	Godišnje izvješće	Godišnje izveštavanje	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.5.vsebina	sklopi.5.vsebina	Zavezanci morajo do 1. marca naslednjega leta oddati letna poročila o ravnanju z odpadki in/ali količinah, danih na trg, prek FZOEU portala.	Godišnja izvješća o gospodarenju otpadom i/ili količinama stavljenim na tržište porezni obveznici dostavljaju putem portala FZOEU do 1. ožujka sljedeće godine.	Poreski obveznici moraju da dostave godišnje izveštaje o upravljanju otpadom i/ili količinama stavljenim u promet putem portala FZOEU do 1. marta naredne godine.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.6.datumi_in_pragovi	sklopi.6.datumi_in_pragovi	e-ONTO je obvezen — neuporaba je sankcionirana.	e-ONTO je obavezan — nekorištenje se sankcionira.	e-ONTO je obavezan — neupotreba je sankcionisana.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.6.kljucne_obveznosti.0	sklopi.6.kljucne_obveznosti.0	Registracija v e-ONTO sistem.	Prijava u sustav e-ONTO.	Registracija u sistemu e-ONTO.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.6.kljucne_obveznosti.1	sklopi.6.kljucne_obveznosti.1	Sprotno evidentiranje gibanja odpadkov v sistemu.	Snimanje kretanja otpada u sustavu u realnom vremenu.	Snimanje kretanja otpada u sistemu u realnom vremenu.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.6.kljucne_obveznosti.2	sklopi.6.kljucne_obveznosti.2	Vsaka oddaja odpadkov mora biti dokumentirana z elektronskim PROO obrazcem.	Svaka predaja otpada mora biti dokumentirana elektroničkim PROO obrascem.	Svaka isporuka otpada mora biti dokumentovana elektronskim obrascem PROO.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.6.koga_zavezuje	sklopi.6.koga_zavezuje	Podjetja, ki proizvajajo, prevažajo ali obdelujejo odpadke.	Tvrtke koje proizvode, prevoze ili prerađuju otpad.	Kompanije koje proizvode, transportuju ili prerađuju otpad.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.6.naslov	sklopi.6.naslov	e-ONTO sistem	e-ONTO sustav	e-ONTO sistem	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.6.vsebina	sklopi.6.vsebina	Hrvaška ima poseben elektronski sistem za sledenje odpadkov v gospodarstvu — e-ONTO (Očevidnik nastanka, prijevoza i obrade otpada). Vsi proizvajalci odpadkov in prevozniki morajo biti vključeni.	Hrvatska ima poseban elektronički sustav za praćenje otpada u gospodarstvu — e-ONTO (Ocevid nastanka, prijevoza i obrade otpada). Svi proizvođači i prijevoznici otpada moraju biti uključeni.	Hrvatska ima poseban elektronski sistem za praćenje otpada u privredi — e-ONTO (Ocevid porekla, transporta i tretmana otpada). Svi proizvođači i transporteri otpada moraju biti uključeni.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.7.koga_zavezuje	sklopi.7.koga_zavezuje	Vse, ki dajejo embalirane izdelke na trg EU, vključno s Hrvaško.	Svi koji plasiraju pakirane proizvode na tržište EU, pa tako i Hrvatske.	Svi koji su upakovane proizvode plasirali na tržište EU, uključujući i Hrvatsku.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.7.naslov	sklopi.7.naslov	PPWR — nova EU Uredba o embalaži	PPWR — nova Uredba EU o pakiranju	PPVR — nova uredba EU o ambalaži	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.7.vsebina	sklopi.7.vsebina	Uredba EU 2025/40 o embalaži in odpadni embalaži velja neposredno tudi v Hrvaški od leta 2026 naprej. Uvaja nove zahteve: zmanjšanje embalaže, ponovna uporaba, omejitve določene plastike, vsebnost recikliranih materialov.	Uredba EU 2025/40 o ambalaži i otpadnoj ambalaži izravno se primjenjuje iu Hrvatskoj od 2026. godine. Uvodi nove zahtjeve: smanjenje pakiranja, ponovna uporaba, ograničenja za određenu plastiku, sadržaj recikliranih materijala.	Uredba EU 2025/40 o ambalaži i otpadnoj ambalaži također je direktno primjenjiva u Hrvatskoj od 2026. godine. Uvodi nove zahteve: smanjenje pakovanja, ponovnu upotrebu, ograničenja određene plastike, sadržaj recikliranih materijala.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.8.naslov	sklopi.8.naslov	ESG in CSRD	ESG i CSRD	ESG i CSRD	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.8.vsebina	sklopi.8.vsebina	EU direktiva o trajnostnem poročanju (CSRD) postopno uvaja obvezno poročanje. V Hrvaški velja za podjetja, ki izpolnjujejo merila (število zaposlenih, prihodki, bilanca). Manjši dobavitelji bodo posredno prizadeti prek dobaviteljskih verig.	EU Direktiva o izvješćivanju o održivosti (CSRD) postupno uvodi obvezno izvješćivanje. U Hrvatskoj se odnosi na tvrtke koje zadovoljavaju kriterije (broj zaposlenih, prihodi, bilanca). Na manje će dobavljače utjecati neizravno kroz opskrbne lance.	Direktiva EU o izveštavanju o održivosti (CSRD) postepeno uvodi obavezno izveštavanje. U Hrvatskoj se odnosi na kompanije koje ispunjavaju kriterijume (broj zaposlenih, prihodi, bilans stanja). Manji dobavljači će biti pogođeni indirektno kroz lance snabdevanja.	
content	data/zakonodaja-hr.json	zakonodaja-hr:viri.0.naziv	viri.0.naziv	Zakon.hr — predpisi	Zakon.hr — propisi	Zakon.hr — propisi	
content	data/zakonodaja-hr.json	zakonodaja-hr:viri.1.naziv	viri.1.naziv	FZOEU — Fond za zaštitu okoliša	FZOEU — Fond za zaštitu okoliša	FZOEU — Fond za zaštitu životne sredine	
content	data/zakonodaja-hr.json	zakonodaja-hr:viri.2.naziv	viri.2.naziv	MINGOR — Ministarstvo gospodarstva	MINGOR — Ministarstvo gospodarstva	MINGOR — Ministarstvo privrede	
content	data/zakonodaja-hr.json	zakonodaja-hr:viri.3.naziv	viri.3.naziv	Interzero Hrvaška	Interzero Hrvatska	Interzero Hrvatska	
content	data/zakonodaja-rs.json	zakonodaja-rs:_opis	_opis	Pregled ključne EPR in okoljske zakonodaje v Srbiji. Datumi in določila se spreminjajo — pred uporabo v ponudbi PREVERI veljavno verzijo na ekologija.gov.rs. To je orodje za prodajalca, ne pravni vir.	Pregled ključnih EPR i ekoloških zakona u Srbiji. Datumi i termini su podložni promeni — pre korišćenja ponude PROVERITE važeću verziju na ekologija.gov.rs. Ovo je alat dobavljača, a ne pravni izvor.	Pregled ključnih EPR i ekoloških zakona u Srbiji. Termini i uslovi su podložni promenama — pre korišćenja ponude, PROVERITE važeću verziju na ekologija.gov.rs. Ovo je alatka dobavljača, a ne pravni resurs.	
content	data/zakonodaja-rs.json	zakonodaja-rs:_opozorilo	_opozorilo	Pred pomembnimi odločitvami preveri trenutno veljavne predpise pri Ministarstvu zaštite životne sredine in Agenciji za zaštitu životne sredine (SEPA). Srbija ni članica EU, vendar usklajuje predpise z EU pravnim okvirom v okviru pristopnih pogajanj.	Prije donošenja važnih odluka provjerite trenutno važeće propise u Ministarstvu zaštite okoliša i Agenciji za zaštitu okoliša (SEPA). Srbija nije članica EU, ali usklađuje propise s pravnim okvirom EU u sklopu pristupnih pregovora.	Pre donošenja važnih odluka, proverite trenutno važeće propise u Ministarstvu zaštite životne sredine i Agenciji za zaštitu životne sredine (SEPA). Srbija nije članica EU, ali u okviru pristupnih pregovora usklađuje propise sa pravnim okvirom EU.	
content	data/zakonodaja-rs.json	zakonodaja-rs:sklopi.0.kljucne_obveznosti.0	sklopi.0.kljucne_obveznosti.0	Vpis v register proizvajalcev pri SEPA pred dajanjem izdelkov na trg.	Upis u registar proizvođača pri SEPA-i prije stavljanja proizvoda na tržište.	Registracija u registar proizvođača pri SEPA pre stavljanja proizvoda na tržište.	
content	data/zakonodaja-rs.json	zakonodaja-rs:sklopi.0.kljucne_obveznosti.1	sklopi.0.kljucne_obveznosti.1	Vključitev v licenciran sistem upravljanja (operater).	Uključivanje u licencirani sustav upravljanja (operator).	Uključivanje u licencirani sistem upravljanja (operater).	
content	data/zakonodaja-rs.json	zakonodaja-rs:sklopi.0.kljucne_obveznosti.2	sklopi.0.kljucne_obveznosti.2	Plačilo prispevkov skladno z uredbo o znesku prispevkov.	Plaćanje doprinosa sukladno propisu o visini doprinosa.	Uplata doprinosa u skladu sa propisom o visini doprinosa.	
content	data/zakonodaja-rs.json	zakonodaja-rs:sklopi.0.kljucne_obveznosti.3	sklopi.0.kljucne_obveznosti.3	Letno poročanje količin po posameznih tokovih.	Godišnje izvješćivanje količina po pojedinim tokovima.	Godišnje izveštavanje o količinama po pojedinim tokovima.	
content	data/zakonodaja-rs.json	zakonodaja-rs:sklopi.0.koga_zavezuje	sklopi.0.koga_zavezuje	Proizvajalce in uvoznike izdelkov v zadevnih tokovih (embalaža, EE-oprema, baterije, gume, vozila).	Proizvođači i uvoznici proizvoda u relevantnim tokovima (ambalaža, EE-oprema, baterije, gume, vozila).	Proizvođači i uvoznici proizvoda u relevantnim tokovima (ambalaža, EE-oprema, akumulatori, gume, vozila).	
